iteration = 1 , objective = 0.6838089108757762, inputs = [0.95, 1.1], constraints = [0.38240745957532796]
iteration = 134 , objective = 0.6668351711997762, inputs = [1.0476099831930672, 1.0456647122747182], constraints = [0.45957094859879866]
iteration = 135 , objective = 0.6659703029785443, inputs = [1.3, 1.0357367253668108], constraints = [0.1977359728811711]
iteration = 136 , objective = 0.66357251163205, inputs = [1.174343322516345, 1.0406795356740535], constraints = [0.3343578624885616]
iteration = 137 , objective = 0.6643123353038413, inputs = [1.1130655152555546, 1.0430899493774817], constraints = [0.39687914965481025]
iteration = 138 , objective = 0.6652676702748053, inputs = [1.0819798622198205, 1.044312729490002], constraints = [0.4272429310950332]
iteration = 139 , objective = 0.665934508205494, inputs = [1.0658246767794142, 1.0449482071956788], constraints = [0.4426110408671467]
iteration = 140 , objective = 0.6663353251232685, inputs = [1.057312010524716, 1.0452830600291965], constraints = [0.45058730804760294]
iteration = 141 , objective = 0.6665624203287043, inputs = [1.0527919342825336, 1.0454608610015508], constraints = [0.454787138284555]
iteration = 142 , objective = 0.666687615929226, inputs = [1.0503818066192037, 1.0455556653851668], constraints = [0.4570162635939488]
iteration = 143 , objective = 0.6667557026484108, inputs = [1.0490938077690841, 1.04560632989516], constraints = [0.45820458003426506]
iteration = 144 , objective = 0.6667924724861026, inputs = [1.0484046491012413, 1.0456334385266706], constraints = [0.458839553030609]
iteration = 145 , objective = 0.6668122569107982, inputs = [1.0480356657244616, 1.045647952795824], constraints = [0.45917928064564145]
iteration = 146 , objective = 0.6668122449101996, inputs = [1.0480356806256228, 1.045647952795824], constraints = [0.45917929137096086]
iteration = 147 , objective = 0.6668122576495159, inputs = [1.0480356657244616, 1.0456479676969852], constraints = [0.45917923960737606]
iteration = 148 , objective = 0.666812256899842, inputs = [1.0480356657244616, 1.045647952795824], constraints = [0.45917928067106606]
iteration = 149 , objective = 0.6668122485281732, inputs = [1.0480356806256228, 1.045647952795824], constraints = [0.4591792829777899]
iteration = 150 , objective = 0.6668122578709459, inputs = [1.0480356657244616, 1.0456479676969852], constraints = [0.459179239093551]
iteration = 151 , objective = 0.6668122568878229, inputs = [1.0480356657244616, 1.045647952795824], constraints = [0.45917928069895836]
iteration = 152 , objective = 0.6668122460345243, inputs = [1.0480356806256228, 1.045647952795824], constraints = [0.45917928876304115]
iteration = 153 , objective = 0.6668122649469151, inputs = [1.0480356657244616, 1.0456479676969852], constraints = [0.45917922267377737]
iteration = 154 , objective = 0.6659313730825109, inputs = [1.2989398758205828, 1.0357767924135421], constraints = [0.19892952210212037]
iteration = 155 , objective = 0.6635727460148096, inputs = [1.1740357298979518, 1.0406908146068798], constraints = [0.33468163878834295]
iteration = 156 , objective = 0.6643112957926846, inputs = [1.113108092109019, 1.0430878508467172], constraints = [0.3968380212167987]
iteration = 157 , objective = 0.6652594659958806, inputs = [1.0821982803572843, 1.0443039153721814], constraints = [0.4270337536568297]
iteration = 158 , objective = 0.6659204965592617, inputs = [1.0661360733765635, 1.0449358402854356], constraints = [0.442317966318794]
iteration = 159 , objective = 0.6663175621082803, inputs = [1.0576740790856793, 1.0452687549972584], constraints = [0.45024999164513096]
iteration = 160 , objective = 0.6665424224681162, inputs = [1.0531820638092457, 1.0454454814189327], constraints = [0.4544257272245412]
iteration = 161 , objective = 0.6666663345755441, inputs = [1.0507875949835985, 1.0455396854412538], constraints = [0.4566415032140381]
iteration = 162 , objective = 0.6667336977016639, inputs = [1.049508361004819, 1.0455900135077545], constraints = [0.45782236254530234]
iteration = 163 , objective = 0.6667700636632354, inputs = [1.0488241115729169, 1.045616933486025], constraints = [0.45845315611907833]
iteration = 164 , objective = 0.6667896239443253, inputs = [1.0484578763307137, 1.0456313420398393], constraints = [0.45879053965448013]
iteration = 165 , objective = 0.6667896119564095, inputs = [1.048457891231875, 1.0456313420398393], constraints = [0.45879055034911426]
iteration = 166 , objective = 0.6667896252553953, inputs = [1.0484578763307137, 1.0456313569410005], constraints = [0.45879049729209714]
iteration = 167 , objective = 0.6667896339399966, inputs = [1.0484578763307137, 1.0456313420398393], constraints = [0.45879051646023644]
iteration = 168 , objective = 0.6667896163694866, inputs = [1.048457891231875, 1.0456313420398393], constraints = [0.45879053108723244]
iteration = 169 , objective = 0.666789613071415, inputs = [1.0484578763307137, 1.0456313569410005], constraints = [0.45879052556415784]
iteration = 170 , objective = 0.666789623944329, inputs = [1.0484578763307137, 1.0456313420398393], constraints = [0.45879053965447314]
iteration = 171 , objective = 0.6667896119564626, inputs = [1.048457891231875, 1.0456313420398393], constraints = [0.45879055034897764]
iteration = 172 , objective = 0.6667896252516803, inputs = [1.0484578763307137, 1.0456313569410005], constraints = [0.45879049730071875]
iteration = 173 , objective = 0.6663620314193824, inputs = [1.3, 1.0278220722752365], constraints = [0.21643686965705927]
iteration = 174 , objective = 0.663560574015206, inputs = [1.1744932023123298, 1.0367079971641027], constraints = [0.34436835903411017]
iteration = 175 , objective = 0.664236872806948, inputs = [1.113531985162527, 1.0410240725218298], constraints = [0.4018811270914553]
iteration = 176 , objective = 0.6651924803482434, inputs = [1.082649346271786, 1.043210574086757], constraints = [0.42953086212458236]
iteration = 1 , objective = 0.6993860541618189, inputs = [0.95, 1.1], constraints = [0.33545265166956223]
iteration = 2 , objective = 0.6993860408853442, inputs = [0.9500000149011611, 1.1], constraints = [0.33545266584593797]
iteration = 3 , objective = 0.6993861950892591, inputs = [0.95, 1.1000000149011613], constraints = [0.3354522857782559]
iteration = 4 , objective = 0.699386151895942, inputs = [0.95, 1.1], constraints = [0.33545242637932376]
iteration = 5 , objective = 0.6993861406068507, inputs = [0.9500000149011611, 1.1], constraints = [0.3354524359269832]
iteration = 6 , objective = 0.6993861562416132, inputs = [0.95, 1.1000000149011613], constraints = [0.33545237534271133]
iteration = 7 , objective = 0.6993861766080969, inputs = [0.95, 1.1], constraints = [0.3354523694046819]
iteration = 8 , objective = 0.6993860591573641, inputs = [0.9500000149011611, 1.1], constraints = [0.3354526424920977]
iteration = 9 , objective = 0.6993860566115377, inputs = [0.95, 1.1000000149011613], constraints = [0.3354526050429435]
iteration = 10 , objective = 0.7050315405692658, inputs = [1.3, 0.9], constraints = [0.41837243546642483]
iteration = 11 , objective = 0.6840061164192688, inputs = [1.1245527529548889, 1.0002555697400635], constraints = [0.4342603829739995]
iteration = 12 , objective = 0.6861565384818278, inputs = [1.0385152686878492, 1.0494198464640863], constraints = [0.4024402411064732]
iteration = 13 , objective = 0.6910850751071724, inputs = [0.9953339426701866, 1.0740948899027507], constraints = [0.37446665834184684]
iteration = 14 , objective = 0.6946891031428503, inputs = [0.9733460284322172, 1.0866594123244475], constraints = [0.3568381989208366]
iteration = 15 , objective = 0.6968448307688195, inputs = [0.9620583857664848, 1.0931094938477228], constraints = [0.3468504187893597]
iteration = 16 , objective = 0.6980402305760872, inputs = [0.9562380204960544, 1.0964354168593975], constraints = [0.3414440677406006]
iteration = 17 , objective = 0.6986808464770569, inputs = [0.9532296956619287, 1.0981544596217552], constraints = [0.3385803068019509]
iteration = 18 , objective = 0.6990185156066334, inputs = [0.9516728715396734, 1.099044073405901], constraints = [0.3370795664422123]
iteration = 19 , objective = 0.6991950303727477, inputs = [0.9508666831756182, 1.0995047524710755], constraints = [0.33629737906022755]
iteration = 20 , objective = 0.6992869132565306, inputs = [0.9504490641353369, 1.0997433919226647], constraints = [0.335890837723626]
iteration = 21 , objective = 0.6992868999835918, inputs = [0.9504490790364981, 1.0997433919226647], constraints = [0.33589085186727163]
iteration = 22 , objective = 0.6992870545244477, inputs = [0.9504490641353369, 1.0997434068238259], constraints = [0.3358904710300135]
iteration = 23 , objective = 0.6992869132280138, inputs = [0.9504490641353369, 1.0997433919226647], constraints = [0.33589083781332246]
iteration = 24 , objective = 0.6992869007292749, inputs = [0.9504490790364981, 1.0997433919226647], constraints = [0.33589085014736675]
iteration = 25 , objective = 0.6992870468196546, inputs = [0.9504490641353369, 1.0997434068238259], constraints = [0.33589048879426914]
iteration = 26 , objective = 0.6992870109001232, inputs = [0.9504490641353369, 1.0997433919226647], constraints = [0.335890612619409]
iteration = 27 , objective = 0.6992869112175336, inputs = [0.9504490790364981, 1.0997433919226647], constraints = [0.33589081185711034]
iteration = 28 , objective = 0.699286915693873, inputs = [0.9504490641353369, 1.0997434068238259], constraints = [0.3358907911193436]
iteration = 29 , objective = 0.7050315405606576, inputs = [1.2999999999637781, 0.9000000000275676], constraints = [0.4183724354670105]
iteration = 30 , objective = 0.6840122639783098, inputs = [1.1247703752152927, 1.0001312141661158], constraints = [0.4343042655999088]
iteration = 31 , objective = 0.6861301950171692, inputs = [1.0388374986357751, 1.0492357150670084], constraints = [0.40261675078955744]
iteration = 32 , objective = 0.69102988712144, inputs = [0.9957113334856353, 1.073879238009098], constraints = [0.3747486769140466]
iteration = 33 , objective = 0.6946151120464746, inputs = [0.9737541717003844, 1.0864261876002383], constraints = [0.3571872221707373]
iteration = 34 , objective = 0.6967596612761794, inputs = [0.9624840759129887, 1.0928662423356716], constraints = [0.3472389286695211]
iteration = 35 , objective = 0.697948727283135, inputs = [0.9566737873438975, 1.096186407232181], constraints = [0.3418549544729992]
iteration = 36 , objective = 0.6985858426495469, inputs = [0.9536712376203493, 1.0979021499312924], constraints = [0.3390036125502453]
iteration = 37 , objective = 0.6989216034440993, inputs = [0.9521177054477492, 1.098789882601319], constraints = [0.33750968316367536]
iteration = 38 , objective = 0.6990970860408117, inputs = [0.9513133816405088, 1.0992494962054404], constraints = [0.3367312043899354]
iteration = 39 , objective = 0.699188413299367, inputs = [0.950896812048133, 1.0994875359725043], constraints = [0.33632667310939457]
iteration = 40 , objective = 0.6991884000279555, inputs = [0.9508968269492942, 1.0994875359725043], constraints = [0.33632668724649495]
iteration = 41 , objective = 0.6991885393439669, inputs = [0.950896812048133, 1.0994875508736655], constraints = [0.3363263415133269]
iteration = 42 , objective = 0.6991884873602052, inputs = [0.950896812048133, 1.0994875359725043], constraints = [0.3363265023716356]
iteration = 43 , objective = 0.6991883795753114, inputs = [0.9508968269492942, 1.0994875359725043], constraints = [0.3363267516094349]
iteration = 44 , objective = 0.6991884157284308, inputs = [0.950896812048133, 1.0994875508736655], constraints = [0.33632662653255874]
iteration = 1 , objective = 0.6442276639862227, inputs = [0.95, 1.1], constraints = [0.5024270860608366]
iteration = 2 , objective = 0.6442276608814107, inputs = [0.9500000149011611, 1.1], constraints = [0.5024270720047386]
iteration = 3 , objective = 0.6442276668977909, inputs = [0.95, 1.1000000149011613], constraints = [0.5024270377916574]
iteration = 4 , objective = 0.6442276582761574, inputs = [0.95, 1.1], constraints = [0.5024270992622728]
iteration = 5 , objective = 0.6442276616100898, inputs = [0.9500000149011611, 1.1], constraints = [0.502427066008473]
iteration = 6 , objective = 0.6442276668977917, inputs = [0.95, 1.1000000149011613], constraints = [0.5024270377916557]
iteration = 7 , objective = 0.6442276582763319, inputs = [0.95, 1.1], constraints = [0.5024270992618709]
iteration = 8 , objective = 0.6442276616100892, inputs = [0.9500000149011611, 1.1], constraints = [0.5024270660084974]
iteration = 9 , objective = 0.6442276668977909, inputs = [0.95, 1.1000000149011613], constraints = [0.5024270377916574]
iteration = 10 , objective = 0.6215380649462932, inputs = [1.1583604037761688, 0.9046079650521278], constraints = [0.8230064512259861]
iteration = 11 , objective = 0.6215380453954095, inputs = [1.15836041867733, 0.9046079650521278], constraints = [0.8230065271185483]
iteration = 12 , objective = 0.621538063771277, inputs = [1.1583604037761688, 0.904607979953289], constraints = [0.8230064173968799]
iteration = 13 , objective = 0.6215380649564984, inputs = [1.1583604037761688, 0.9046079650521278], constraints = [0.8230064512111318]
iteration = 14 , objective = 0.6215380629068684, inputs = [1.15836041867733, 0.9046079650521278], constraints = [0.8230065661989808]
iteration = 15 , objective = 0.6215380637712762, inputs = [1.1583604037761688, 0.904607979953289], constraints = [0.8230064173968815]
iteration = 16 , objective = 0.6215380649654609, inputs = [1.1583604037761688, 0.9046079650521278], constraints = [0.8230064511898258]
